;;TEST NEARK_COMPARE_EM: Thu Feb  3 02:37:13 2022
;;[CLasses]:
;;[6CMTreeI8HMPointGILj100EE8HMMetricE],[8HMMetric, ]
DiffCnt,name,MADI,dim,dbSize,nQueries,maxResults,nfound,aveNfound,Pivot,Partition,nodesVisited,CMT.numDistCalls,Baseline.numDistCalls
0,CMT,14,100,10000,100,7,700,7,RAN,BOM,9990.44,1424.32,1427.21
;;TEST NEARK_COMPARE_EM: Thu Feb  3 02:51:45 2022
;;[CLasses]:
;;[6CMTreeI8HMPointGILj100EE8HMMetricE],[8HMMetric, ]
DiffCnt,name,MADI,dim,dbSize,nQueries,maxResults,nfound,aveNfound,Pivot,Partition,nodesVisited,CMT.numDistCalls,Baseline.numDistCalls
0,CMT,14,100,10000,100,8,800,8,RAN,BOM,9989.91,1245.7,1249.06
;;TEST NEARK_COMPARE_EM: Thu Feb  3 02:51:53 2022
;;[CLasses]:
;;[6CMTreeI8HMPointGILj100EE8HMMetricE],[8HMMetric, ]
DiffCnt,name,MADI,dim,dbSize,nQueries,maxResults,nfound,aveNfound,Pivot,Partition,nodesVisited,CMT.numDistCalls,Baseline.numDistCalls
0,CMT,14,100,10000,100,9,900,9,RAN,BOM,9993.63,1108.52,1110.4
;;TEST NEARK_COMPARE_EM: Thu Feb  3 02:52:01 2022
;;[CLasses]:
;;[6CMTreeI8HMPointGILj100EE8HMMetricE],[8HMMetric, ]
DiffCnt,name,MADI,dim,dbSize,nQueries,maxResults,nfound,aveNfound,Pivot,Partition,nodesVisited,CMT.numDistCalls,Baseline.numDistCalls
0,CMT,14,100,10000,100,15,1500,15,RAN,BOM,9980,664.511,666.311
;;TEST NEARK_COMPARE_EM: Thu Feb  3 02:52:09 2022
;;[CLasses]:
;;[6CMTreeI8HMPointGILj100EE8HMMetricE],[8HMMetric, ]
DiffCnt,name,MADI,dim,dbSize,nQueries,maxResults,nfound,aveNfound,Pivot,Partition,nodesVisited,CMT.numDistCalls,Baseline.numDistCalls
0,CMT,14,100,10000,100,30,3000,30,RAN,BOM,9987.86,332.686,333.114
;;TEST NEARK_COMPARE_EM: Thu Feb  3 02:54:07 2022
;;[CLasses]:
;;[6CMTreeI8HMPointGILj100EE8HMMetricE],[8HMMetric, ]
DiffCnt,MADI,dim,dbSize,nQueries,maxResults,nfound,aveNfound,Pivot,Partition,nodesVisited,CMT.numDistCalls,Baseline.numDistCalls
0,14,100,10000,100,1,100,1,RAN,BOM,23.46,12.29,7589.53
;;TEST NEARK_COMPARE_EM: Thu Feb  3 02:54:15 2022
;;[CLasses]:
;;[6CMTreeI8HMPointGILj100EE8HMMetricE],[8HMMetric, ]
DiffCnt,MADI,dim,dbSize,nQueries,maxResults,nfound,aveNfound,Pivot,Partition,nodesVisited,CMT.numDistCalls,Baseline.numDistCalls
0,14,100,10000,100,10,1000,10,RAN,BOM,9984.36,996.892,999.298
;;TEST NEARK_COMPARE_EM: Thu Feb  3 02:54:22 2022
